Comment,Description,Designator,Footprint,LCSC Part #,LibRef,Quantity

"DS1023-2*5SF11","J - JACK - PIN_HEADER 2X5P","JSWD","HDR_FEM_2X5P","C92270","DS1023-2*5SF11","1"
"BITSNAP_GF_B","U - IC - Bitsnap CPU, NGFF B Key","U?","POWERNET-MAC","C2761344","POWERNET_MAC","1"
