Altium Designer Pick and Place Locations
C:\git\cp2\cp4\Project Outputs for CPU\Pick Place for CPU(F4).csv

========================================================================================================================
File Design Information:

Date:       07/11/22
Time:       20:38
Revision:   Not in VersionControl
Variant:    F4
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"MCU_R_SCKA","0","TopLayer","R_0402","55.4000","29.3000","360","R - RESISTOR - SMD - 0R - 1% - 0402","55.4000","29.3000","54.8920","29.3000"
"MCU_ETH_NT_D","0","TopLayer","NET_TIE","61.6000","31.7000","180","R - Net Tie","61.6000","31.7000","61.8000","31.7000"
"MCU_LED_B","19-217/BHC-ZL1M2RY/3T","TopLayer","D_0603","26.2300","44.3000","180","D - LED - 0603 - Blue","26.2300","44.3000","26.9300","44.3000"
"MCU_J_A","NGFF_MALE_B","TopLayer","NGFF_MALE_B","18.2875","39.5000","270","NGFF Male Finger, B Key","20.7250","39.5000","18.1000","30.2500"
"MCU_J_B","918-418K2023S40001","TopLayer","DX07S016JA1R1500","58.7250","45.8785","180","J - JACK - USB - Type C - Recepticle - SMT - 90°","58.7300","47.0570","61.8300","43.7600"
"MCU_L_A","SDFL1608S100KTF","TopLayer","L_0603","35.1000","33.5000","360","L - INDUCTOR - 10uH - 0603","35.1000","33.5000","34.3300","33.5000"
"MCU_R_F","0402WGF220JTCE","TopLayer","R_0402","50.1000","40.7000","180","R - RESISTOR - SMD - 22R - 1% - 0402","50.1000","40.7000","50.6080","40.7000"
"MCU_R_G","0402WGF220JTCE","TopLayer","R_0402","50.4000","44.2000","90","R - RESISTOR - SMD - 22R - 1% - 0402","50.4000","44.2000","50.4000","43.6920"
"MCU_LED_R_B","0402WGF2200TCE","TopLayer","R_0402","29.4000","45.2000","270","R - RESISTOR - SMD - 220R - 1% - 0402","29.4000","45.2000","29.4000","45.7080"
"MCU_LED_R_G","0402WGF3300TCE","TopLayer","R_0402","28.2000","45.2000","270","R - RESISTOR - SMD - 330R - 1% - 0402","28.2000","45.2000","28.2000","45.7080"
"MCU_LED_R_R","0402WGF3300TCE","TopLayer","R_0402","28.6000","43.0000","180","R - RESISTOR - SMD - 330R - 1% - 0402","28.6000","43.0000","29.1080","43.0000"
"MCU_R_A","0402WGF0000TCE","TopLayer","R_0402","26.3000","33.0000","180","R - RESISTOR - SMD - 0R - 1% - 0402","26.3000","33.0000","26.8080","33.0000"
"MCU_R_H","0402WGF1501TCE","TopLayer","R_0402","49.3000","44.2000","90","R - RESISTOR - SMD - 1.5k - 1% - 0402","49.3000","44.2000","49.3000","43.6920"
"MCU_R_C","0402WGF0000TCE","TopLayer","R_0402","33.4000","38.8000","270","R - RESISTOR - SMD - 0R - 1% - 0402","33.4000","38.8000","33.4000","39.3080"
"MCU_R_I","0402WGF5101TCE","TopLayer","R_0402","52.4000","35.3000","270","R - RESISTOR - SMD - 5.1k - 1% - 0402","52.4000","35.3000","52.4000","35.8080"
"MCU_R_J","0402WGF5101TCE","TopLayer","R_0402","52.1000","43.7000","180","R - RESISTOR - SMD - 5.1k - 1% - 0402","52.1000","43.7000","52.6080","43.7000"
"MCU_R_K","0402WGF0000TCE","TopLayer","R_0402","42.6000","31.2000","360","R - RESISTOR - SMD - 0R - 1% - 0402","42.6000","31.2000","42.0920","31.2000"
"MCU_LED_G","19-217/GHC-YR1S2/3T","TopLayer","D_0603","26.2300","45.6000","180","D - LED - 0603 - Green","26.2300","45.6000","26.9300","45.6000"
"MCU_SW_A","TS-1187A-B-A-B","TopLayer","TS-1187A-C-C-B","26.2000","36.7000","270","SW - SWITCH - SPST - NO - Top Actuated Surface Mount","26.2000","36.7000","28.0500","39.6500"
"MCU_U_A","STM32F405RGT6","TopLayer","QFP-64-P0.5MM","41.4290","39.1500","0","U - IC - MCU 32BIT 1MB FLASH 64LQFP","41.4500","39.1500","35.7080","42.9000"
"MCU_U_C","HT7533-1","TopLayer","SOT-223-3","50.5000","47.8500","360","U - IC - 3V3 Power Regulator","51.0000","47.8000","49.2000","49.4000"
"MCU_Y_A","X50328MSB2GI","TopLayer","YSX530GA","31.0600","38.9000","270","Y - RESONATOR - 8MHZ ±10PPM - SMD-5032","31.0600","38.9000","31.0600","40.7500"
"MCU_ETH_L_A","SDFL1608S100KTF","TopLayer","L_0603","55.0000","38.7000","90","L - INDUCTOR - 10uH - 0603","55.0000","38.7000","55.0000","37.9300"
"MCU_ETH_R_D","0402WGF1002TCE","TopLayer","R_0402","58.1000","31.0000","360","R - RESISTOR - SMD - 10k - 1% - 0402","58.1000","31.0000","57.5920","31.0000"
"MCU_ETH_NT_E","0","TopLayer","NET_TIE","62.0000","41.3000","90","R - Net Tie","62.0000","41.3000","62.0000","41.1000"
"MCU_ETH_R_H","0402WGF1500TCE","TopLayer","R_0402","84.2000","33.7000","180","R - RESISTOR - SMD - 150R - 1% - 0402","84.2000","33.7000","84.7080","33.7000"
"Rta_k","0402WGF1500TCE","TopLayer","R_0402","84.2000","36.2000","180","R - RESISTOR - SMD - 150R - 1% - 0402","84.2000","36.2000","84.7080","36.2000"
"MCU_Y_B","X322525MOB4SI","TopLayer","X322512MSB4SI","58.0000","39.6500","0","Y - RESONATOR - 25MHZ ±10PPM","58.0000","39.6000","56.9000","38.8000"
"MCU_ETH_R_I","0402WGF750JTCE","TopLayer","R_0402","84.2000","34.9000","180","R - RESISTOR - SMD - 75R - 1% - 0402","84.2000","34.9000","84.7080","34.9000"
"MCU_ETH_R_J","0402WGF750JTCE","TopLayer","R_0402","83.7000","38.2000","90","R - RESISTOR - SMD - 75R - 1% - 0402","83.7000","38.2000","83.7000","37.6920"
"MCU_J_E","2-406549-1","TopLayer","TE_2-406549-1","97.4450","39.4800","90","J - JACK - ETHERNET - Right - THT","99.4800","43.0600","99.4800","43.0600"
"MCU_ETH_D_H","1N4148WS","TopLayer","SOD-323","90.1000","36.8000","90","D - DIODE - FAST TRR - 100V - 150mA - 4ns","90.1000","36.8000","90.1000","35.7000"
"MCU_ETH_D_G","1N4148WS","TopLayer","SOD-323","88.1000","36.8000","90","D - DIODE - FAST TRR - 100V - 150mA - 4ns","88.1000","36.8000","88.1000","35.7000"
"MCU_ETH_D_F","1N4148WS","TopLayer","SOD-323","90.1000","33.2000","90","D - DIODE - FAST TRR - 100V - 150mA - 4ns","90.1000","33.2000","90.1000","32.1000"
"MCU_ETH_D_E","1N4148WS","TopLayer","SOD-323","88.1000","33.2000","90","D - DIODE - FAST TRR - 100V - 150mA - 4ns","88.1000","33.2000","88.1000","32.1000"
"MCU_ETH_D_D","1N4148WS","TopLayer","SOD-323","90.1000","44.2000","270","D - DIODE - FAST TRR - 100V - 150mA - 4ns","90.1000","44.2000","90.1000","45.3000"
"MCU_ETH_D_C","1N4148WS","TopLayer","SOD-323","88.1000","44.2000","270","D - DIODE - FAST TRR - 100V - 150mA - 4ns","88.1000","44.2000","88.1000","45.3000"
"MCU_ETH_D_B","1N4148WS","TopLayer","SOD-323","90.1000","40.6000","270","D - DIODE - FAST TRR - 100V - 150mA - 4ns","90.1000","40.6000","90.1000","41.7000"
"MCU_ETH_D_A","1N4148WS","TopLayer","SOD-323","88.1000","40.6000","270","D - DIODE - FAST TRR - 100V - 150mA - 4ns","88.1000","40.6000","88.1000","41.7000"
"MCU_ETH_C_O","1206B102K202NT","TopLayer","C_1206","86.2000","33.9000","90","C - CAPACITOR - MLCC - 1nF - 2000V - 1206 - X7R","86.2000","33.9000","86.2000","32.5046"
